ID,Category,Question,,
13959,Profitability,how much does it cost you to make them landed cost right now?,,
13961,Profitability,one bottle costs twenty dollars if you buy it individually more than ninety percent of my sales are selling a four pack so if you buy a four pack you get it for 39.95and i pay for shippingtotal costs after shipping from me to thecustomer is about fourteen dollarsand uh 76 cents fifteen bucks on on a 40bucks sale,,
13963,Profitability,from that we gross 1.25 and we netted 810 thousand dollars how is your life,,
13964,Profitability,what's the margin on a 300 suit?,,
13966,Profitability,you take a salary here as well,,
13967,Profitability,how much do you retail a bottle for and how much does it cost you,,
13973,Profitability,break down the numbers for me tell us what you sell them for what they cost you to make,,
13974,Profitability,what were your profits,,
13975,Profitability,what's your cost,,
13976,Profitability,from that we grossed one point two five and we net it eight hundred and ten thousand dollars,,
13980,Profitability,what's your cost to producethis then?,,
13981,Profitability,you're telling me thatyou're gonna make fifty seven thousandpounds this year that's right so what doyou pay yourselves at the moment,,
13983,Profitability,what does it cost you?,,
13984,Profitability,tell us your margins what's the cost to make one of these?,,
13985,Profitability,"you've been going 4 years and you had a net profit of 85,000 that's correct what we need with this investment is to have a strategic marketing campaign behind it uh to take us to that next level and generate those sales",,
13990,Profitability,25 i don't see how this works 25 why would that could be 25 25 normally it's five six seven percent if four maybe in the twenty-five percent we've included excuse me a baseball an area developer mate sorry i'm out,,
13993,Profitability,what are your numbers like what does it cost you to make a package what do you sell it for what are the margins,,
13996,Profitability,"how much you made on your 12,000 unit",,
13999,Profitability,you're going to payyourself an obnoxious salary and i getno profit or how's this going to work,,
14000,Profitability,and what are you paying yourself?,,
14001,Profitability,okay what's been your gross profit and net profit in just that quarter it's not a number i know but i can calculate it if i may yeah please per month my cost of goods is four thousand and my admin costs are around about 12 000. we're mixing between the two but oh i know i just what's your gross profit,,
14002,Profitability,what's your margins,,
14003,Profitability,what are your margins on each unit,,
14004,Profitability,and your projection for this year from a profitability point of view is what,,
14005,Profitability,what kind of profits are you making every month at the moment,,
14007,Profitability,after 10 million dollarshow much did you get,,
14008,Profitability,okay tell us about the unit cost well how much it costs you to make them and what you sell,,
14009,Profitability,so you're saying you sold 285 and your gross margin or your gross profit is only 38 000. that's correct oh no so there's no you're not marking it up so let's go turn over gross margin and then let's go all the way to the bottom line yeah no that's a you know i want to answer that for the last two years i've made 101 mistakes right and because of the pressure what are the numbers mike we we we have no clarion numbers here gross margin we make roughly 20 so on this particular product we get it for 4.35 we will sell to our retailers nine dollars on this product 50 gross margin yeah sorry i've got to work up these guys but yeah this is where i'm very bad at sharks i am horrible at figures,,
14014,Profitability,what did it cost to make them?,,
14017,Profitability,and what are you making for them for,,
14019,Profitability,how much do they make on 500,,
14020,Profitability,go through the bottom line in those three years,,
14021,Profitability,hi um you made a bit of profit which is great year three better profit you're now forecasting huge profits so i'd like to understand the mechanisms from turnover to profit,,
14022,Profitability,talk me through to the profit,,
14023,Profitability,2004 turnover in profitum is 125 000 pounds profit on that is65 000 pounds,,
14024,Profitability,what do you make them for mate,,
14025,Profitability,what is thecost to produce a kilo of bug flare,,
14026,Profitability,is it profitable,,
14027,Profitability,much did you make on 1.5 million,,
14028,Profitability,what do you flow through to the bottom line out of your 150 000?,,
14029,Profitability,what are your costs associated with that,,
14030,Profitability,and theale price you're thinking is uh 230 that's average of across the board recommend retails 295 we have actually sold 150 you already tested in the marketplace yes so in terms of getting the price down yes you've obviously gone offshore what are we going to get it down to $40 or $50 to make that would be fantastic if you can do that,,
14032,Profitability,and what would your profit be on the 1.8 million?,,
14037,Profitability,sorry i really want to know how much they cost you to make and what you sell them for,,
14038,Profitability,so what profit you making of a two thousand pound campaign?,,
14039,Profitability,if you sell it for 72 what does it cost you to make,,
14041,Profitability,so we have a distribution grant for 800 units a year so can you go through the economics of cost and profit and etcetera it?,,
14043,Profitability,853 quid so you're making 150 now or your capacity is 100.,,
14045,Profitability,what's your food cost,,
14047,Profitability,how much do you buy it for and how much does it sell for?,,
14050,Profitability,so digging into the economics you're after half a million dollars what are your expenses so you have 25 actors i think you said,,
14051,Profitability,gross margin on that,,
14053,Profitability,howmuch does it cost you to manufacture,,
14054,Profitability,the one thing we still haven't established is the production cost and many forms do you have to put on a seat on a particular night to pay all of your on average around 400 seats so that if you're doing provincial tours that would be 900 to 250 400 seats is breakeven is it,,
14056,Profitability,what does it cost to make it,,
14057,Profitability,what do you want to know about that what was the profit of that business last year?,,
14059,Profitability,what's your margins can we get to that sir,,
14061,Profitability,and so after everyone gets paid yeah and all the bills get paid what's the bottom line yeah so we profited a hundred thousand dollars,,
14062,Profitability,what are the margins on this what do you makeing for?,,
14063,Profitability,guys can you get this down to six bucks in cost?,,
14066,Profitability,what's your bottom line profit then,,
14069,Profitability,talk me throughthe margins if you're selling toretailers,,
14070,Profitability,okay your price points your ratios areway out if you're going to sell massesof them and you want to go to theretailers they need to make a much muchbetter margin than you're offering themyeah so either you're going to reduceyour margin yeah or your costs yeahwhich one is it going to be,,
14071,Profitability,out of the 540 000 you did last yearwere you profitable?,,
14072,Profitability,what did youmake uh 40 000 in profit wow 40 000.,,
14073,Profitability,how much do you think you can get the other stuff down by,,
14075,Profitability,did you makeany money that year?,,
14076,Profitability,how much have youlost over the five yearsdate?,,
14077,Profitability,"375,000 is your top line so i should take the trend with 75,000 take a 15% portion of that and that's your profit before paying all your that yourexpenses right?",,
14080,Profitability,so you seem to have quite big overheads between your gross margin and your net margin so what are you what are you spending money on,,
14081,Profitability,they're gonna cost you how much each what to make,,
14082,Profitability,yes how much,,
14083,Profitability,so therefore your profits would drop by 50,,
14084,Profitability,ten pounds you make thirty percent profit so they cost you seven pounds to make?,,
14085,Profitability,how much does it cost to make and how much do you charge for it,,
14089,Profitability,what are your other costs,,
14091,Profitability,so your margin is amazing you were just talking dirty to me my next question was what are you making from a cash basis this year,,
14092,Profitability,wait wait wait wait so explain the gross margin because that number doesn't add up right,,
14094,Profitability,so you're only making about a buck a bag yourself,,
14095,Profitability,are you making any money are you profitable,,
14096,Profitability,are you paying yourselves yet,,
14097,Profitability,so the year that you did the 375 you probably didn't make anything after you paid yourself did you?,,
14099,Profitability,and how much does it cost you to make?,,
14100,Profitability,what's the cost to make the product,,
14102,Profitability,what's what's in your gross margins do you include customer acquisition in your growth?,,
14103,Profitability,what are yourexpenses so you have 25 actors i thinkyou said um we're looking average about74 75 000 outgoings,,
14105,Profitability,what is your cost?,,
14107,Profitability,an average margin is 54 that's shipped to the customer including the giveawayput in the giveaway and what is yourmonth-to-month growth,,
14109,Profitability,$13 and $15 so it's a premium product and you make make it for $160,,
14113,Profitability,so what does it cost you to make it andwhat the units that you sold what didyou sell them at,,
14114,Profitability,this lumber prison costs how much what do you sell it for?,,
14115,Profitability,so you guys have got to be just so profitable and justgenerating cash printing money we became profitable in february uh we have no debt,,
14116,Profitability,what's your cost?,,
14117,Profitability,can you talk me through your p l just for last year just tell me what you're spending your money on,,
14122,Profitability,so how much isit for you to make it and how much is itto sell it,,
14124,Profitability,how much this cost,,
14126,Profitability,can you afford a 6% royalty with only making seven bucks a unit now i'm i'm assuming i'm going to get my costs down obiously we'll get down,,
14127,Profitability,what did you flow to your bottomline for the two of you,,
14129,Profitability,how much does that cost you,,
14132,Profitability,you're then what fifteen thousand so 15 krevenueso just simple terms and that's tenthousand pounds gross profit a week?,,
14133,Profitability,but what price and what are you making for give us the economics mate?,,
14134,Profitability,what is the net on that,,
14135,Profitability,what's what's in your gross margins do you include customer acquisition in your gross,,
14139,Profitability,what do they cost to make,,
14140,Profitability,just to find your profit please frank for this year we expect to make around five between 520 and 550 000 that's profit net profit correct?,,
14141,Profitability,and what does it cost you to produce?,,
14142,Profitability,how much did it cost you to make,,
14143,Profitability,you won 20 per board for the first thousand boards yes that's correct would you consider not doing the twenty dollars per board?,,
14145,Profitability,so so what's the cost of the product,,
14146,Profitability,what's your net margin,,
14147,Profitability,what do these things sell for what are your margins?,,
14149,Profitability,what does it cost you to make all this stuff?,,
14151,Profitability,so how much have you lost in aggregate?,,
14156,Profitability,so you're really shocking margins yeah so we also contract our canning out at the moment as well which further decreases our margin yeah i can see what the cost out our yeah,,
14157,Profitability,so on the 800k what am i writingdown for my gross margin,,
14160,Profitability,what do they cost you to make money,,
14161,Profitability,so what was the cost to produce a kilo of bug flower,,
14163,Profitability,can you take us through whatyou're selling them for and what theycost to make,,
14165,Profitability,well on 5.1 million dollars what do you expect to make?,,
14170,Profitability,what profit was that,,
14171,Profitability,so you drove a hundred and fifty six thousand pounds you've got two premises you've got rent you've got rates how do you make it pay and i'm confused,,
14172,Profitability,what was your g p on that,,
14173,Profitability,so you're going to turn over 1.4 million this current year yepand what will be your gross margin and net profit for this year we'll look at a gross profit of 650 700 000 with a net profit of 350000.,,
14175,Profitability,what's your bottom line margin on your 775 in sales?,,
14179,Profitability,instead that include your salary or not no,,
14180,Profitability,when you're in the delivery gifting gameweight is importantyes sohow much is it for you tomake it and how much is it to sell it,,
14182,Profitability,so you give us a top line for one store seven hundred four thousand bucks what's the bottom line,,
14192,Profitability,for a retailer it's all about margin isn't it,,
14194,Profitability,so what's more any profits slipping through,,
14201,Profitability,okay um now i bet you can guessmy next questionhow can we keep losingmoney,,
14202,Profitability,how much that cost to make,,
14204,Profitability,what's your net margin?,,
14205,Profitability,did you make any money on the 3.5 million in sales,,
14206,Profitability,and what does it cost you to make it?,,
14207,Profitability,and what do you make of for money?,,
14212,Profitability,so so what does the grass cost,,
14213,Profitability,16 delivered and you're charges 25. potentially making nine bucks a delivery,,
14214,Profitability,what are your what's your cost,,
14215,Profitability,tell us about the unit cost well how much it cost you to make them and what you sell them,,
14219,Profitability,how much does one jar cost you to make?,,
14220,Profitability,what does it cost you to make it and what do you sell it for,,
14224,Profitability,what does it cost to make it and what are you selling it at right,,
14225,Profitability,are you profitable?,,
14227,Profitability,does it make money today?,,
14229,Profitability,the million dollars in sales what will you make what's your profit,,
14230,Profitability,do you guys take a salary today right now,,
14231,Profitability,are you eating the profits luke are you eating the profit?,,
14234,Profitability,how much did you net on that 41 000.,,
14239,Profitability,how much did it cost you to produce the movie,,
14241,Profitability,what is your profit?,,
14242,Profitability,what's your profit?,,
14243,Profitability,are you saying you're going to make money if you hit 5 million this year?,,
14244,Profitability,so when do you become profitable ever?,,
14245,Profitability,so is that the cost of the physio the cost of the wholesaler cost of the physio what do you make your format 65,,
14250,Profitability,but to make it it cost me 3.45selling it out to the public i was goingnine dollarsthat's with a toothbrush i'm packagingit with a toothbrush,,
14251,Profitability,"how much net profit um 104,000 over 2 years yeah it's 50,000 a year and the people that you've employed via your licensing m they've done it for free they pay me 100 royalty per child and i send them themthe pack and they charge per childthey're self-employed and they charge 40 asession okay then i slightly take it back i think i i could have been wrongin saying that you haven't got a abusiness for yourself at the moment ohthankyou",,
14252,Profitability,what does it cost what does it sell for,,
14253,Profitability,how much you going tomake off that,,
14257,Profitability,"what's it cost to you before you sell it for 20,000",,
14258,Profitability,what is the average cost to make it and what do you sell it at,,
14259,Profitability,give me a give me a profit number,,
14260,Profitability,what do they cost landed?,,
14262,Profitability,what's your margin,,
14263,Profitability,and so uh and what sort of bottom line does that produce what's what's your profits there?,,
14264,Profitability,well the cost of goods is around 30% okay staff yeah well the operational expenses i've looked at about 40% 40% we're at 120%,,
14265,Profitability,what does it cost you to produce a pair,,
14266,Profitability,"you made 35,000 in sales y have you made a profit",,
14269,Profitability,so what does it cost you to make it and what the units that you sold what did you sell them at,,
14271,Profitability,what's your highest margin product,,
14272,Profitability,is there any distributor margin in those numbers you've given us so far,,
14273,Profitability,and so is this company making money at the moment?,,
14274,Profitability,so what would the profit be in 400 thousand tonne over?,,
14275,Profitability,well one of the contracts alone that with one of these bluetooth companies they're talking about two two to three million pound contracts so it could be phenomenal and what a margin do you make on?,,
14277,Profitability,what was your gross profit against that,,
14278,Profitability,and did you make money,,
14279,Profitability,how much do you lose,,
14280,Profitability,what did they cost you?,,
14281,Profitability,do you have any overheads you don't have a warehouse or render offic or you work from home yes so there's no retail cost anywhere there's no shop or anything?,,
14282,Profitability,what's one club cost you to make and what do you sell it for,,
14283,Profitability,what do they cost what do you sell them for?,,
14284,Profitability,the 199 hammock how much do you pay for it?,,
14285,Profitability,what do you sell it for and what is the cost,,
14286,Profitability,how much did you lose say 2018,,
14287,Profitability,what does it cost to make?,,
14288,Profitability,what is your cost price landed cost price 550just over 550 with all the packagingcompletely landed good good margin onthere yeah,,
14289,Profitability,are you making any money on the 2.7 million are you guys profitable?,,
14290,Profitability,how much does this cost you to make and how much are you selling it for?,,
14291,Profitability,where's the profit where the profits coming from?,,
14292,Profitability,all that put together how much do you get a million a million dollars a million dollars in profit profit yeah,,
14293,Profitability,so you're operating you you've got seven sites already and what does that mean in terms of profit,,
14294,Profitability,so you're going to turn over 1.4 million this current year yep and what will be your gross margin and net profit for this year,,
14295,Profitability,talk to me about profit today and then some projections,,
14296,Profitability,how are you paying your rent on those numbers,,
14297,Profitability,what's your staff overhead cost,,
14298,Profitability,how much does each session deliver interms of ready,,
14299,Profitability,and are you profitable?,,
14300,Profitability,and how much would you make this year?,,
14301,Profitability,so in 2019 did you make a profit after you paid yourself a salary,,
14302,Profitability,what does it cost to make one,,
14303,Profitability,and how much does it cost you to make it?,,
14306,Profitability,how much is that is actual profit,,
14310,Profitability,"you've been going 4 years and youhad a net profit of 85,000 that'scorrect",,
14311,Profitability,so so what what does the cost to produce a kilo of bug flour,,
14312,Profitability,how much do you think you can getthe other stuff down by,,
14314,Profitability,break the numbers down for thathow much does it cost you to make what'syour margins?,,
14315,Profitability,how much did you pay out and prizes,,
14316,Profitability,what did you make last year on that two four how much you're doing about five percent,,
14327,Profitability,"and what were your margins on the 25,000",,
14331,Profitability,can i just talk margins with you because margins matter in a business so at the moment what happened in your margins is you were running at about a 50ish permargin for a couple of years then you had quite a big increase in your margin so what happened there why did yourmarginincrease,,
14333,Profitability,and at what point do youenvisage you become profitable,,
14335,Profitability,what isyour margin indication for the retailproduct the reason we haven't put itthat into modeling yet is because wedon't have all of the unit economics wewanted to put that so you don't know wedon't know we don't know the full extentright,,
14336,Profitability,how much you paying for the raw fabric?,,
14338,Profitability,what's what's in your gross margins do you include customer acquisition in your growth,,
14339,Profitability,cost of goods on nine dollars,,
14340,Profitability,so let's get serious about the numbers becausei'm just looking this going it's a scoop yeah yeahso what do one of these cost you to make?,,
14341,Profitability,let's talk about the cost of this sure how much does it cost to make and what do you sell it for,,
14342,Profitability,and you're bringing it in right now at 17 correct,,
14343,Profitability,what do they cost you to make mate,,
14344,Profitability,what price and what are you making for give us the economics mate?,,
14346,Profitability,haveyou made a profit,,
14349,Profitability,did you lose money the previous year as well,,
14350,Profitability,so what were your costs and what did you net out with the end of the year,,
14351,Profitability,your net margin is only 5% is there big salaries that you're you're incurring right now,,
14353,Profitability,are we going to make a profit out that 5 million,,
14354,Profitability,so tell me through the last this last year 250 000 in revenue what was the gross profit that you made,,
14355,Profitability,the gross profit um in the last well the the uh gross profit that we are posting at the moment is around about 50 on the uh turnover so around about 125000?,,
14356,Profitability,and what's it costing you to make,,
14357,Profitability,so what does it cost to make?,,
14358,Profitability,for what i'm seeing there it's got somealuminium and then a few pieces of glassi mean why is it so expensive,,
14359,Profitability,the margins that you have on thisproduct are pretty skinnydo you see a problem with those margins,,
14361,Profitability,how much does it cost you to produce and how much do you sell it for?,,
14362,Profitability,how about the adults the women's the one that you have is one of our more luxe ones okay the cost is around 30 to31 and how much do they retail for,,
14363,Profitability,what does it cost you what do you sell it for,,
14364,Profitability,and profit of uh about 25 over 20 to 20 about 20 000?,,
14365,Profitability,what did you pay out in cost to make your product?,,
14366,Profitability,what do it cost to make and what do you sell it for?,,
14367,Profitability,so in terms of your marginsit looks a bit tight,,
14368,Profitability,you've very eloquently given us the turnover figures but you haven't give us the profit figures i suspect there isn't much profit is that true,,
14369,Profitability,are you actually running profitably at the moment,,
14370,Profitability,what do you profit do you think you're going to make this year,,
14371,Profitability,do you draw wages before that or not,,
14372,Profitability,so what's the salary now,,
14373,Profitability,1.6 mil what's your cost of goods on that?,,
14374,Profitability,what are your other costs?,,
14376,Profitability,how much did you make,,
14379,Profitability,what are you making for mate?,,
14381,Profitability,after paying all your expenses where are we at?,,
14382,Profitability,have you made money,,
14383,Profitability,how profitable are you,,
14385,Profitability,can you tell usif it's been profitable and for how longover 6 years,,
14386,Profitability,what about this year,,
14388,Profitability,and what did you pay yourself,,
14389,Profitability,they pay you for that,,
14390,Profitability,when do you think you'll be making money?,,
14391,Profitability,well on 5.1 million dollars what do you expect to make,,
14393,Profitability,we sell a board like thatfor 350 and they cost me a hundred fiftydollars to make,,
14395,Profitability,what does it cost to make and what do you sell it for?,,
14396,Profitability,so at 5 million what are your net margins like your profit margins after everything last year?,,
14397,Profitability,so what are one of these cost you to me?,,
14401,Profitability,and what would be your grossmargin on that,,
14402,Profitability,so why would youmake a product that costs more than yousell it at,,
14403,Profitability,so what does it cost to make for thethree pack,,
14404,Profitability,so what is yourgross margin on thatproduct,,
14405,Profitability,so what does it cost you in petrol inmobile phone in whatever to run your business?,,
14406,Profitability,what's your cost on that it's 60 foot runner it will retail at 999 and that will cost us 365. delivery is that pro rather than if we get smaller it is costed per square foot per square meter so absolutely yeah,,
14407,Profitability,so what was your profit last year?,,
14415,Profitability,what do you sell these for and what do they cost you to make landed,,
14416,Profitability,how much money did you make on $3 million of sales,,
14417,Profitability,what's your cost to produce this then $6 you charge 26 for it it's good margins,,
14418,Profitability,one pillow you sell it at 95 and then what does it cost you including fulfillment and what is your what do you have left,,
14419,Profitability,so with that it's 50 to 60 just cost of goods sold so that's not a big ratio it sounds like normally those margin structure is not so good is there a reason why because no matter how much you grow if you gross margin out the gate is bad you're just compounding the problems why your gross margins not healthy,,
14420,Profitability,after 10 million dollars how much did you get,,
14421,Profitability,how much does it cost you to make,,
14422,Profitability,now on mansions our retailer the moment the numbers you've told me that's only at twenty five percent margin to the retailer and they will choke and say not interested so we've got to adjust that margin between you and the retailer leave it will c le hey yeah,,
14423,Profitability,did you make any money out of it,,
14424,Profitability,so what has thatnow done to your margins,,
14426,Profitability,so what is the cost to produce a kilo of bug flour,,
14427,Profitability,what's the retail price what's the cost to yourself,,
14428,Profitability,did you make any money on that,,
14430,Profitability,why you only got 10% margins so,,
14438,Profitability,"whenyou said you did206,000 a gross profit of 83 and net of63 so it cost you 20,000 to run thisbusiness on your overheads how do yourun a business just on 20,000 overheadcurrent overheads is obviously the rentof the the office how much is that 350350 a month?",,
14439,Profitability,"so how can you turn over 206 make83 gross and 63 net when your overheadis at least100,000s?",,
14445,Profitability,o k and what profit was that?,,
14453,Profitability,"o k, and costs?",,
14464,Profitability,gross margin.,,
14480,Profitability,how much does one jar cost you to make,,
14512,Profitability,so what was the cost to produce a kilo of bug flour,,
14536,Profitability,what does the product cost,,
14537,Profitability,how much net profit are you going to makeout of 1.2 million,,
14564,Profitability,what's your your base cost roughly,,
14567,Profitability,"what does one box cost, and what does it",,
14569,Profitability,1.70 landed?,,
14570,Profitability,"75 cents, all in?",,
14581,Profitability,walk us through the margins on the difference as a total globally,,
14593,Profitability,"i'm curious to know the price, like what it costs you and then what you sell it for.",,
14597,Profitability,"what does it cost, and what is your cost?",,
14609,Profitability,were you profitable in sales you had?,,
14617,Profitability,"talk to me about margins on both of the ranges, please.",,
14627,Profitability,and what does it cost you to make,,
14666,Profitability,that must mean there's profit.,,
14668,Profitability,what's your cost on the toys that you're shipping?,,
14677,Profitability,"what does it cost you to manufacture, and what do you sell it for?",,
14700,Profitability,"$750,000, and how much will you make on that?",,
14709,Profitability,so you're making about seven bucks a pig is that right,,
14722,Profitability,what do they cost you to makemate our landed cost is around $40 plus gs t $40 plus gs t,,
14738,Profitability,is it profitable the turnover we've forecasted at,,
14777,Profitability,i'm assuming you're not profitable.,,
14784,Profitability,what are you making from a cash basis this year?,,
14799,Profitability,so why do you you're running aloss?,,
14800,Profitability,what is it cost andwhat does it cost for you to make it,,
14808,Profitability,we haven't talked about cost price in the selling price what do visitors they're gonna sell that they cost us one pound fifty four that's totally boxed totally boxed silicone bag and we sell them for $14.99 seems like a lot of money for what it is even if it is quite cool well that's interesting this i mean the only other person that said that so far was my dad when he said he used to use that putty to seal his windows and you can just pipe that,,
14821,Profitability,what are you going to make on the half amillion so on the half a million thisyear we're about breaking even we'vebeen investing a lot into a new facilityso in aggregate this company hasn't madeany money yet right we've broke even anaggregate but we will have a 20 to 25%net profit margin in q2 of next year,,
14836,Profitability,so how much one of these things cost by?,,
14837,Profitability,what do you sell itfor and what's your cost?,,
14851,Profitability,yeah profit margin is about 65,,
14852,Profitability,what are yours costs versus those two we sell it for 10 cents contributors for six cents we make it for 2.2 cents,,
14862,Profitability,what's your cost of goods,,
14891,Profitability,cost of goods on $9 when we making them ourselves it's $220 w at manufacturing stage it would be $4 per unit nice,,
14892,Profitability,what priceand what are you making for give us theeconomics mate,,
14894,Profitability,what's your margin in between?,,
14896,Profitability,do you think you'll break even or you'll lose money this year,,
14897,Profitability,well you should know that number yes i should what isit what the what the cash profit is yeah,,
14898,Profitability,how much does it cost to make it howmuch will you sell it for,,
14899,Profitability,if you actually fact that your realcosts in and you're charged to wage yourreal way to the business you're actuallylosing money,,
14902,Profitability,how do we bring that cost down?,,
14903,Profitability,can you break that down in terms of umlabor and materials,,
14904,Profitability,and what would your profit be on the 1.8 million,,
14906,Profitability,so that's your projection for net profit to the bottom line this year,,
14907,Profitability,so what are the costs so what are theprofits in that,,
14908,Profitability,so what is the cost structure what do it cost you to make a jar?,,
14909,Profitability,and what you cost us against there of course our profit,,
14913,Profitability,what did you make on that,,
14916,Profitability,what does the company look like now i mean how many people are involved what sort of profits are you making,,
14917,Profitability,that million pounds of turnover is going to make you how much profit,,
14918,Profitability,and what do you sell them for and what do they cost you to make,,
14921,Profitability,and what would your profit be on the one point eight million,,
14922,Profitability,were you profitable were you losing money in the first year,,
14923,Profitability,what's it cost to make,,
14926,Profitability,so what's your bottom line profit then,,
14927,Profitability,so what is the cost of making one package how much do you sell it for,,
14933,Profitability,what does one bracelet cost and what do you sell it for,,
14935,Profitability,so what do you make on a bottle,,
14939,Profitability,so what's it cost you're looking around about 500 a set that's four chairs and a table and you sell them for what sorry two and a half thousand,,
14940,Profitability,and that company makes a profit yeah how much like one million pounds per annum,,
14941,Profitability,what does it cost to make it what does it cost to sell it and then i believe you have an app so,,
14943,Profitability,this year you're gonna sell eight million right are you gonna make money or lose,,
14944,Profitability,and what did you make on that,,
14945,Profitability,"what if you made 8 % margins why did you only net $32,000 on a million tradeshows",,
14946,Profitability,what was the profit in her first year?,,
14947,Profitability,you've lost money in the last three years?,,
14950,Profitability,let's talk about thenumbers okay so it costs us sevendollars to make this product yeah ourrecommended retail is 29.95so in the first 12 months we sold 2500of these bottles how much dollars,,
14951,Profitability,so you talked about turnover yeswhich is great but i'm much moreinterested in profit with this withfirst yearum,,
14952,Profitability,what does it cost you to make one so,,
14953,Profitability,did you sell those products profitably tell us what it cost you to make a sock and what you're selling them for,,
14954,Profitability,what does it cost you to make it,,
14956,Profitability,better tell us about the numbers becausefrom a yeah pet food retailer yeah whatare the price points tell us about theprice points what it sells for what itcost you to make it?,,
14957,Profitability,how much does that cost you?,,
14958,Profitability,what does it sell for andwhat's it cost to make this product?,,
14959,Profitability,so when you say you want to get intoretail and obviously the margin at the moment is really not going to allow you to do that do you have a plan do you know how you can get your cost pricedown,,
14960,Profitability,your cost price is?,,
14962,Profitability,if i want to buy it online and what it cost you to land it,,
14963,Profitability,what do you sell it for and what does it cost you to make,,
14964,Profitability,so just the the little uh silicone sock without the magnet would be significantly cheaper right,,
14966,Profitability,what's your gross margins?,,
14968,Profitability,what are you making it for and what are you selling it for?,,
14969,Profitability,what's your margin on that,,
14970,Profitability,what percentage is packaging and what percentage would be labor manufacturing it costs,,
14971,Profitability,what are your overheads do you you're in a kitchen or a warehouse or,,
14972,Profitability,how much you're losing,,
14974,Profitability,what are you paying yourself?,,
14976,Profitability,well let's give profit then cuz we need to know if you can actually even make a profit,,
14978,Profitability,$100 to manufacture and the wholesale price you're thinking is uh 230 that's average of across the board recommend retailers 295 we have actually sold 150?,,
14979,Profitability,what do you get to thebottom line by the time bottom line is9% profit so far,,
14980,Profitability,that's after youguys pay yourselves obviously,,
14982,Profitability,a million pounds a year how much profit does it make,,
14983,Profitability,what does it sell for what does it cost you,,
14985,Profitability,what do you sell these for and what does it cost you to make them,,
14986,Profitability,so what does it cost you to make one of these?,,
14988,Profitability,how much does it cost you where is it made and how much do you sell for?,,
14990,Profitability,i like the price point you know so how much do you make it for,,
14991,Profitability,and what does it cost you to manufacture,,
14993,Profitability,so what are you going to make profit when are we going to start making money,,
14994,Profitability,can we get back to the ebitda question?,,
14995,Profitability,and what's your margin on it like what what are you making on it,,
14997,Profitability,5.4 million top-line what's popping at the bottom?,,
14998,Profitability,what did the jeanscost?,,
14999,Profitability,"one thing just came up in my ear whenyou said you did206,000 a gross profit of 83 and net of63 so it cost you 20,000 to run thisbusiness on your overheads how do yourun a business just on 20,000 overheadcurrent overheads is obviously the rentof the the office how much is that 350350 a month yes so what what's that thatthat's like four grand a year yeah subtakes a wage of ,000 that's 12,000 yeahwe pay my my mom to do the deliveries300 a month about so okay that's fourgrand so there's your 20 grand so nextwhat what else",,
15000,Profitability,so how can youturn over 206 make 83 gross and 63 netwhen your overhead is at least 100 th s,,
15001,Profitability,how much that cost you where is it made and how much you sell for,,
15002,Profitability,what does it cost to make it uh and what do you sell them at,,
15003,Profitability,do you have profits today,,
15005,Profitability,what profit did the margin do they make?,,
15007,Profitability,so what's your staff costs at lakeside?,,
15008,Profitability,what kind of margin gross the margin growth is i think about 75,,
15009,Profitability,do you know how much wages is going into each door,,
15010,Profitability,what's what what's your net profit going to be in those two years,,
15011,Profitability,so in the first year 71k and you lose 10 000. and the second year your turnover is 237 000 pounds yep how much do you make,,
15013,Profitability,what's your margin how much of these cost you to make,,
15014,Profitability,"60,000 worth of turnover what were your costs of sales",,
15015,Profitability,so you made 200 thousand pounds net profit in the last six months though turnover,,
15017,Profitability,"so i'll ask a different question to get the sales of 200,000 how much did you pay for the seaweed in the product",,
15018,Profitability,what is your customer acquisitioncost and what is the value of thatcustomer and profit margin,,
15020,Profitability,what does one cost and what does it cost to make the configuration you're looking at right here cost$29.95 and our cost of goods in 17 were$8.50,,
15022,Profitability,that's the gross?,,
15024,Profitability,37 thousand pounds with the sales yes sowhat was your margin and how much do youmake on the theunit cost for the whole set so for thebases the bag and the uppers and the boxas it comes,,
15025,Profitability,what do you sell them for what do you make them for?,,
15026,Profitability,what is the cost to make it and what price you sell it at it's amazing for the brow gel it cost us a110 to make and we sell it for$29,,
15027,Profitability,"40,000 l so how many bottles of this 80,000 80,000 bottles right so you can scale pretty quickly scale so 40,000 costume what do you sell them for uh they retail for $29.95 that's so this dog oh that's $24.95 the sprays that's about 25 bucks average for the bottle okay right and what what what's the cost you to make it cost about 6690 to make",,
15031,Profitability,what's your cost of goods?,,
15032,Profitability,the last any profits,,
15033,Profitability,gross margin on that?,,
15034,Profitability,so what's more any profit slipping through uh we'll make about a hundred thousand profit this year okay okay,,
15035,Profitability,what profit have you made so far?,,
15036,Profitability,what's the selling price and what's the margin,,
15038,Profitability,are you making any money yet?,,
15039,Profitability,what's your profit margin on the deodorant stick?,,
15040,Profitability,but you lost 120 000 pounds yes,,
15042,Profitability,what's your cost to make them,,
15045,Profitability,what did you forecast your profit in year one?,,
15046,Profitability,kath what's your profit for the year,,
15047,Profitability,is that that include your salary or not,,
15048,Profitability,when is break even,,
15049,Profitability,6 mil what's your cost of goods on that,,
15051,Profitability,how muchdoes it cost to make and what do yousell it for,,
15053,Profitability,that's a profit after you've paidyourself,,
